-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2000 through 03/01/2024 
Location: Latitude  60.38   Longitude 24.36 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 91.48 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN
2018,10,22,1.3
2018,10,23,0.72
2018,10,24,0.72
2018,10,25,0.86
2018,10,26,0.64
2018,10,27,0.9
2018,10,28,1.2
2018,10,29,1.17
2018,10,30,0.2
2018,10,31,0.22
2018,11,1,0.66
2018,11,2,0.12
2018,11,3,0.35
2018,11,4,0.75
2018,11,5,0.35
2018,11,6,0.14
2018,11,7,0.16
2018,11,8,0.23
2018,11,9,0.2
2018,11,10,0.22
2018,11,11,0.22
2018,11,12,0.13
2018,11,13,0.32
2018,11,14,0.33
2018,11,15,0.23
2018,11,16,0.31
2018,11,17,0.44
2018,11,18,0.5
2018,11,19,0.33
2018,11,20,0.22
2018,11,21,0.45
2018,11,22,0.31
2018,11,23,0.14
2018,11,24,0.49
2018,11,25,0.42
2018,11,26,0.3
2018,11,27,0.3
2018,11,28,0.32
2018,11,29,0.2
2018,11,30,0.17
2018,12,1,0.35
2018,12,2,0.16
2018,12,3,0.12
2018,12,4,0.15
2018,12,5,0.17
2018,12,6,0.25
2018,12,7,0.15
2018,12,8,0.11
2018,12,9,0.12
2018,12,10,0.11
2018,12,11,0.15
2018,12,12,0.15
2018,12,13,0.15
2018,12,14,0.17
2018,12,15,0.15
2018,12,16,0.13
2018,12,17,0.1
2018,12,18,0.12
2018,12,19,0.11
2018,12,20,0.15
2018,12,21,0.13
2018,12,22,0.14
2018,12,23,0.13
2018,12,24,0.19
2018,12,25,0.11
2018,12,26,0.18
2018,12,27,0.14
2018,12,28,0.15
2018,12,29,0.12
2018,12,30,0.14
2018,12,31,0.13
2019,1,1,0.11
2019,1,2,0.13
2019,1,3,0.36
2019,1,4,0.17
2019,1,5,0.19
2019,1,6,0.18
2019,1,7,0.19
2019,1,8,0.12
2019,1,9,0.19
2019,1,10,0.19
2019,1,11,0.34
2019,1,12,0.37
2019,1,13,0.23
2019,1,14,0.18
2019,1,15,0.22
2019,1,16,0.33
2019,1,17,0.25
2019,1,18,0.39
2019,1,19,0.42
2019,1,20,0.51
2019,1,21,0.55
2019,1,22,0.42
2019,1,23,0.25
2019,1,24,0.52
2019,1,25,0.27
2019,1,26,0.29
2019,1,27,0.78
2019,1,28,0.39
2019,1,29,0.32
2019,1,30,0.22
2019,1,31,0.44
2019,2,1,0.23
2019,2,2,0.22
2019,2,3,0.18
2019,2,4,0.59
2019,2,5,0.21
2019,2,6,0.88
2019,2,7,0.33
2019,2,8,0.4
2019,2,9,0.29
2019,2,10,0.42
2019,2,11,0.37
2019,2,12,1.31
2019,2,13,0.53
2019,2,14,1.0
2019,2,15,0.99
2019,2,16,1.48
2019,2,17,1.55
2019,2,18,0.93
2019,2,19,0.43
2019,2,20,0.87
2019,2,21,2.0
2019,2,22,2.01
2019,2,23,1.05
2019,2,24,0.69
2019,2,25,2.06
2019,2,26,1.41
2019,2,27,1.36
2019,2,28,1.11
2019,3,1,2.47
2019,3,2,1.67
2019,3,3,2.41
2019,3,4,1.29
2019,3,5,1.81
2019,3,6,2.75
2019,3,7,0.97
2019,3,8,1.33
2019,3,9,2.16
2019,3,10,1.9
2019,3,11,1.6
2019,3,12,1.69
2019,3,13,1.35
2019,3,14,1.12
2019,3,15,0.93
2019,3,16,0.82
2019,3,17,1.34
2019,3,18,1.52
2019,3,19,1.42
2019,3,20,1.57
2019,3,21,2.16
2019,3,22,4.01
2019,3,23,1.41
2019,3,24,3.61
2019,3,25,2.41
2019,3,26,3.92
2019,3,27,3.93
2019,3,28,3.25
2019,3,29,3.57
2019,3,30,3.09
2019,3,31,1.73
2019,4,1,4.63
2019,4,2,4.5
2019,4,3,4.77
2019,4,4,4.36
2019,4,5,3.96
2019,4,6,4.69
2019,4,7,4.2
2019,4,8,1.8
2019,4,9,1.67
2019,4,10,2.25
2019,4,11,3.99
2019,4,12,4.38
2019,4,13,2.66
2019,4,14,2.88
2019,4,15,5.52
2019,4,16,5.64
2019,4,17,5.66
2019,4,18,5.51
2019,4,19,4.64
2019,4,20,3.35
2019,4,21,5.9
2019,4,22,4.04
2019,4,23,5.75
2019,4,24,5.61
2019,4,25,4.55
2019,4,26,2.55
2019,4,27,5.69
2019,4,28,6.38
2019,4,29,6.37
2019,4,30,5.11
2019,5,1,5.29
2019,5,2,2.28
2019,5,3,4.0
2019,5,4,3.89
2019,5,5,5.06
2019,5,6,6.0
2019,5,7,4.61
2019,5,8,5.28
2019,5,9,6.93
2019,5,10,1.74
2019,5,11,2.73
2019,5,12,5.07
2019,5,13,4.72
2019,5,14,6.87
2019,5,15,7.09
2019,5,16,7.38
2019,5,17,7.38
2019,5,18,7.6
2019,5,19,5.9
2019,5,20,5.39
2019,5,21,5.93
2019,5,22,5.91
2019,5,23,4.24
2019,5,24,2.6
2019,5,25,3.98
2019,5,26,2.82
2019,5,27,3.16
2019,5,28,4.75
2019,5,29,5.63
2019,5,30,7.89
2019,5,31,7.36
2019,6,1,6.15
2019,6,2,4.32
2019,6,3,6.43
2019,6,4,5.26
2019,6,5,6.16
2019,6,6,7.38
2019,6,7,6.83
2019,6,8,6.93
2019,6,9,6.7
2019,6,10,7.83
2019,6,11,6.25
2019,6,12,6.62
2019,6,13,3.47
2019,6,14,2.49
2019,6,15,5.62
2019,6,16,6.87
2019,6,17,6.27
2019,6,18,8.24
2019,6,19,6.85
2019,6,20,7.08
2019,6,21,6.16
2019,6,22,6.35
2019,6,23,6.75
2019,6,24,6.68
2019,6,25,6.34
2019,6,26,4.5
2019,6,27,3.94
2019,6,28,8.23
2019,6,29,5.05
2019,6,30,7.02
2019,7,1,6.33
2019,7,2,4.54
2019,7,3,5.33
2019,7,4,5.55
2019,7,5,4.67
2019,7,6,4.4
2019,7,7,4.01
2019,7,8,4.05
2019,7,9,2.94
2019,7,10,7.47
2019,7,11,3.19
2019,7,12,5.53
2019,7,13,5.41
2019,7,14,5.2
2019,7,15,4.89
2019,7,16,4.65
2019,7,17,5.22
2019,7,18,6.45
2019,7,19,6.19
2019,7,20,6.56
2019,7,21,6.39
2019,7,22,4.63
2019,7,23,4.95
2019,7,24,6.27
2019,7,25,6.65
2019,7,26,6.14
2019,7,27,6.18
2019,7,28,6.35
2019,7,29,4.56
2019,7,30,3.85
2019,7,31,6.19
2019,8,1,5.05
2019,8,2,4.58
2019,8,3,4.01
2019,8,4,4.48
2019,8,5,5.54
2019,8,6,5.34
2019,8,7,3.48
2019,8,8,4.07
2019,8,9,4.48
2019,8,10,5.4
2019,8,11,1.78
2019,8,12,3.56
2019,8,13,4.6
2019,8,14,4.53
2019,8,15,4.57
2019,8,16,3.86
2019,8,17,4.31
2019,8,18,4.07
2019,8,19,2.39
2019,8,20,4.79
2019,8,21,3.4
2019,8,22,4.43
2019,8,23,2.75
2019,8,24,4.53
2019,8,25,4.67
2019,8,26,3.14
2019,8,27,4.68
2019,8,28,5.0
2019,8,29,4.94
2019,8,30,2.07
2019,8,31,4.3
2019,9,1,4.8
2019,9,2,3.81
2019,9,3,3.6
2019,9,4,3.1
2019,9,5,2.2
2019,9,6,3.29
2019,9,7,2.93
2019,9,8,1.74
2019,9,9,1.35
2019,9,10,3.64
2019,9,11,1.51
2019,9,12,1.88
2019,9,13,1.5
2019,9,14,2.9
2019,9,15,1.21
2019,9,16,1.89
2019,9,17,2.22
2019,9,18,2.6
2019,9,19,2.9
2019,9,20,2.86
2019,9,21,1.5
2019,9,22,3.26
2019,9,23,2.8
2019,9,24,1.67
2019,9,25,1.75
2019,9,26,2.65
2019,9,27,1.94
2019,9,28,2.48
2019,9,29,1.07
2019,9,30,1.39
2019,10,1,1.96
2019,10,2,1.39
2019,10,3,1.11
2019,10,4,1.51
2019,10,5,1.59
2019,10,6,1.57
2019,10,7,1.34
2019,10,8,1.39
2019,10,9,1.6
2019,10,10,1.03
2019,10,11,1.07
2019,10,12,1.08
2019,10,13,1.31
2019,10,14,0.59
2019,10,15,1.58
2019,10,16,0.45
2019,10,17,0.49
2019,10,18,0.58
2019,10,19,0.52
2019,10,20,0.47
2019,10,21,0.59
2019,10,22,0.19
2019,10,23,1.37
2019,10,24,1.0
2019,10,25,0.35
2019,10,26,0.43
2019,10,27,0.33
2019,10,28,0.65
2019,10,29,0.91
2019,10,30,1.35
2019,10,31,0.75
2019,11,1,1.2
2019,11,2,0.3
2019,11,3,0.46
2019,11,4,1.04
2019,11,5,0.65
2019,11,6,0.82
2019,11,7,0.31
2019,11,8,0.41
2019,11,9,0.14
2019,11,10,0.2
2019,11,11,0.31
2019,11,12,0.43
2019,11,13,0.09
2019,11,14,0.15
2019,11,15,0.69
2019,11,16,0.29
2019,11,17,0.21
2019,11,18,0.27
2019,11,19,0.11
2019,11,20,0.18
2019,11,21,0.14
2019,11,22,0.15
2019,11,23,0.22
2019,11,24,0.31
2019,11,25,0.15
2019,11,26,0.11
2019,11,27,0.08
2019,11,28,0.13
2019,11,29,0.14
2019,11,30,0.33
2019,12,1,0.31
2019,12,2,0.38
2019,12,3,0.38
2019,12,4,0.23
2019,12,5,0.15
2019,12,6,0.14
2019,12,7,0.16
2019,12,8,0.21
2019,12,9,0.18
2019,12,10,0.2
2019,12,11,0.12
2019,12,12,0.14
2019,12,13,0.1
2019,12,14,0.11
2019,12,15,0.11
2019,12,16,0.13
2019,12,17,0.13
2019,12,18,0.08
2019,12,19,0.17
2019,12,20,0.11
2019,12,21,0.11
2019,12,22,0.1
2019,12,23,0.13
2019,12,24,0.12
2019,12,25,0.13
2019,12,26,0.12
2019,12,27,0.17
2019,12,28,0.23
2019,12,29,0.12
2019,12,30,0.1
2019,12,31,0.19
2020,1,1,0.17
2020,1,2,0.19
2020,1,3,0.12
2020,1,4,0.26
2020,1,5,0.26
2020,1,6,0.17
2020,1,7,0.14
2020,1,8,0.1
2020,1,9,0.36
2020,1,10,0.38
2020,1,11,0.23
2020,1,12,0.19
2020,1,13,0.25
2020,1,14,0.23
2020,1,15,0.1
2020,1,16,0.23
2020,1,17,0.15
2020,1,18,0.15
2020,1,19,0.23
2020,1,20,0.17
2020,1,21,0.5
2020,1,22,0.53
2020,1,23,0.33
2020,1,24,0.27
2020,1,25,0.65
2020,1,26,0.5
2020,1,27,0.23
2020,1,28,0.24
2020,1,29,0.1
2020,1,30,0.18
2020,1,31,0.32
2020,2,1,0.22
2020,2,2,0.36
2020,2,3,0.76
2020,2,4,1.04
2020,2,5,0.64
2020,2,6,1.14
2020,2,7,0.67
2020,2,8,0.45
2020,2,9,0.19
2020,2,10,0.28
2020,2,11,0.57
2020,2,12,0.65
2020,2,13,0.68
2020,2,14,0.83
2020,2,15,0.41
2020,2,16,0.24
2020,2,17,0.53
2020,2,18,0.73
2020,2,19,0.93
2020,2,20,1.11
2020,2,21,0.43
2020,2,22,0.45
2020,2,23,1.04
2020,2,24,1.68
2020,2,25,2.07
2020,2,26,1.5
2020,2,27,1.97
2020,2,28,2.04
2020,2,29,1.16
2020,3,1,0.53
2020,3,2,1.25
2020,3,3,0.81
2020,3,4,0.3
2020,3,5,0.9
2020,3,6,1.8
2020,3,7,1.65
2020,3,8,2.57
2020,3,9,1.1
2020,3,10,0.91
2020,3,11,0.74
2020,3,12,1.87
2020,3,13,1.84
2020,3,14,2.77
2020,3,15,3.09
2020,3,16,1.9
2020,3,17,1.83
2020,3,18,1.17
2020,3,19,3.02
2020,3,20,3.79
2020,3,21,2.64
2020,3,22,3.97
2020,3,23,2.63
2020,3,24,3.71
2020,3,25,3.24
2020,3,26,3.86
2020,3,27,3.36
2020,3,28,2.92
2020,3,29,4.21
2020,3,30,3.06
2020,3,31,2.77
2020,4,1,3.05
2020,4,2,2.28
2020,4,3,3.03
2020,4,4,4.0
2020,4,5,4.76
2020,4,6,2.92
2020,4,7,4.53
2020,4,8,4.78
2020,4,9,4.12
2020,4,10,4.59
2020,4,11,3.72
2020,4,12,1.19
2020,4,13,4.37
2020,4,14,3.7
2020,4,15,2.76
2020,4,16,3.11
2020,4,17,3.72
2020,4,18,4.91
2020,4,19,4.45
2020,4,20,2.99
2020,4,21,6.09
2020,4,22,5.9
2020,4,23,5.94
2020,4,24,3.31
2020,4,25,5.54
2020,4,26,3.89
2020,4,27,3.98
2020,4,28,3.2
2020,4,29,3.76
2020,4,30,4.42
2020,5,1,4.93
2020,5,2,4.75
2020,5,3,3.6
2020,5,4,3.72
2020,5,5,5.65
2020,5,6,5.97
2020,5,7,6.04
2020,5,8,5.27
2020,5,9,7.26
2020,5,10,6.55
2020,5,11,2.54
2020,5,12,5.51
2020,5,13,3.89
2020,5,14,5.09
2020,5,15,4.85
2020,5,16,3.27
2020,5,17,4.78
2020,5,18,5.49
2020,5,19,4.95
2020,5,20,5.29
2020,5,21,7.23
2020,5,22,7.56
2020,5,23,7.66
2020,5,24,4.83
2020,5,25,5.31
2020,5,26,6.69
2020,5,27,6.73
2020,5,28,4.93
2020,5,29,5.63
2020,5,30,7.33
2020,5,31,7.97
2020,6,1,3.94
2020,6,2,7.48
2020,6,3,7.4
2020,6,4,3.73
2020,6,5,3.11
2020,6,6,4.25
2020,6,7,7.26
2020,6,8,2.92
2020,6,9,3.09
2020,6,10,7.21
2020,6,11,7.28
2020,6,12,8.27
2020,6,13,6.99
2020,6,14,8.46
2020,6,15,7.41
2020,6,16,4.59
2020,6,17,6.01
2020,6,18,5.39
2020,6,19,7.39
2020,6,20,7.37
2020,6,21,7.9
2020,6,22,8.2
2020,6,23,7.8
2020,6,24,7.17
2020,6,25,7.91
2020,6,26,7.98
2020,6,27,7.2
2020,6,28,6.98
2020,6,29,5.73
2020,6,30,2.14
2020,7,1,4.84
2020,7,2,5.8
2020,7,3,5.89
2020,7,4,3.25
2020,7,5,4.73
2020,7,6,5.86
2020,7,7,4.92
2020,7,8,6.05
2020,7,9,5.56
2020,7,10,6.4
2020,7,11,2.6
2020,7,12,6.44
2020,7,13,5.56
2020,7,14,5.42
2020,7,15,5.9
2020,7,16,5.75
2020,7,17,6.24
2020,7,18,7.03
2020,7,19,6.21
2020,7,20,5.07
2020,7,21,5.73
2020,7,22,4.76
2020,7,23,3.67
2020,7,24,2.48
2020,7,25,4.1
2020,7,26,6.64
2020,7,27,6.04
2020,7,28,2.28
2020,7,29,2.53
2020,7,30,4.8
2020,7,31,5.95
2020,8,1,5.52
2020,8,2,4.01
2020,8,3,3.45
2020,8,4,3.61
2020,8,5,5.59
2020,8,6,2.79
2020,8,7,4.81
2020,8,8,6.13
2020,8,9,5.67
2020,8,10,5.77
2020,8,11,4.58
2020,8,12,3.87
2020,8,13,3.97
2020,8,14,4.24
2020,8,15,5.05
2020,8,16,5.95
2020,8,17,6.1
2020,8,18,5.74
2020,8,19,5.35
2020,8,20,5.32
2020,8,21,5.27
2020,8,22,1.24
2020,8,23,4.65
2020,8,24,3.97
2020,8,25,3.64
2020,8,26,4.45
2020,8,27,4.57
2020,8,28,3.71
2020,8,29,3.46
2020,8,30,1.3
2020,8,31,1.82
2020,9,1,5.0
2020,9,2,3.13
2020,9,3,1.74
2020,9,4,2.23
2020,9,5,2.72
2020,9,6,2.84
2020,9,7,3.25
2020,9,8,1.67
2020,9,9,1.9
2020,9,10,3.14
2020,9,11,2.85
2020,9,12,0.97
2020,9,13,3.81
2020,9,14,3.83
2020,9,15,3.41
2020,9,16,1.03
2020,9,17,1.59
2020,9,18,3.29
2020,9,19,2.94
2020,9,20,2.75
2020,9,21,1.78
2020,9,22,1.77
2020,9,23,2.94
2020,9,24,2.44
2020,9,25,1.52
2020,9,26,2.49
2020,9,27,2.82
2020,9,28,2.71
2020,9,29,0.72
2020,9,30,1.36
2020,10,1,2.18
2020,10,2,2.21
2020,10,3,1.61
2020,10,4,0.94
2020,10,5,2.16
2020,10,6,0.91
2020,10,7,1.35
2020,10,8,1.09
2020,10,9,1.12
2020,10,10,1.7
2020,10,11,1.07
2020,10,12,1.57
2020,10,13,1.23
2020,10,14,1.01
2020,10,15,1.61
2020,10,16,1.35
2020,10,17,0.93
2020,10,18,1.36
2020,10,19,0.95
2020,10,20,1.05
2020,10,21,0.46
2020,10,22,0.32
2020,10,23,0.75
2020,10,24,1.11
2020,10,25,0.71
2020,10,26,0.29
2020,10,27,0.18
2020,10,28,0.79
2020,10,29,0.71
2020,10,30,0.41
2020,10,31,0.33
2020,11,1,0.29
2020,11,2,0.34
2020,11,3,0.55
2020,11,4,0.65
2020,11,5,0.56
2020,11,6,0.91
2020,11,7,0.82
2020,11,8,0.99
2020,11,9,0.75
2020,11,10,0.63
2020,11,11,0.22
2020,11,12,0.38
2020,11,13,0.18
2020,11,14,0.22
2020,11,15,0.3
2020,11,16,0.23
2020,11,17,0.12
2020,11,18,0.47
2020,11,19,0.16
2020,11,20,0.37
2020,11,21,0.2
2020,11,22,0.3
2020,11,23,0.38
2020,11,24,0.34
2020,11,25,0.14
2020,11,26,0.19
2020,11,27,0.21
2020,11,28,0.21
2020,11,29,0.1
2020,11,30,0.12
2020,12,1,0.16
2020,12,2,0.19
2020,12,3,0.15
2020,12,4,0.11
2020,12,5,0.15
2020,12,6,0.1
2020,12,7,0.21
2020,12,8,0.31
2020,12,9,0.19
2020,12,10,0.14
2020,12,11,0.14
2020,12,12,0.13
2020,12,13,0.14
2020,12,14,0.1
2020,12,15,0.12
2020,12,16,0.1
2020,12,17,0.19
2020,12,18,0.1
2020,12,19,0.14
2020,12,20,0.15
2020,12,21,0.09
2020,12,22,0.12
2020,12,23,0.12
2020,12,24,0.17
2020,12,25,0.13
2020,12,26,0.11
2020,12,27,0.12
2020,12,28,0.13
2020,12,29,0.12
2020,12,30,0.1
2020,12,31,0.12
2021,1,1,0.14
2021,1,2,0.11
2021,1,3,0.13
2021,1,4,0.15
2021,1,5,0.18
2021,1,6,0.17
2021,1,7,0.12
2021,1,8,0.19
2021,1,9,0.22
2021,1,10,0.16
2021,1,11,0.16
2021,1,12,0.16
2021,1,13,0.17
2021,1,14,0.34
2021,1,15,0.38
2021,1,16,0.47
2021,1,17,0.31
2021,1,18,0.21
2021,1,19,0.25
2021,1,20,0.39
2021,1,21,0.16
2021,1,22,0.16
2021,1,23,0.29
2021,1,24,0.27
2021,1,25,0.17
2021,1,26,0.25
2021,1,27,0.18
2021,1,28,0.26
2021,1,29,0.32
2021,1,30,0.34
2021,1,31,0.47
2021,2,1,0.59
2021,2,2,0.53
2021,2,3,0.81
2021,2,4,1.06
2021,2,5,1.13
2021,2,6,0.78
2021,2,7,0.68
2021,2,8,0.77
2021,2,9,1.01
2021,2,10,1.13
2021,2,11,1.31
2021,2,12,1.03
2021,2,13,0.74
2021,2,14,0.96
2021,2,15,1.34
2021,2,16,1.15
2021,2,17,1.7
2021,2,18,1.45
2021,2,19,0.93
2021,2,20,0.35
2021,2,21,0.57
2021,2,22,0.91
2021,2,23,0.29
2021,2,24,0.64
2021,2,25,0.63
2021,2,26,0.96
2021,2,27,2.15
2021,2,28,2.21
2021,3,1,1.49
2021,3,2,2.42
2021,3,3,2.01
2021,3,4,2.4
2021,3,5,2.62
2021,3,6,1.07
2021,3,7,1.46
2021,3,8,2.73
2021,3,9,1.2
2021,3,10,3.17
2021,3,11,1.43
2021,3,12,0.94
2021,3,13,1.56
2021,3,14,1.2
2021,3,15,1.22
2021,3,16,1.46
2021,3,17,1.43
2021,3,18,2.71
2021,3,19,3.35
2021,3,20,1.45
2021,3,21,2.05
2021,3,22,3.87
2021,3,23,2.92
2021,3,24,2.34
2021,3,25,3.37
2021,3,26,3.23
2021,3,27,3.11
2021,3,28,2.01
2021,3,29,1.59
2021,3,30,2.09
2021,3,31,4.04
2021,4,1,4.5
2021,4,2,2.57
2021,4,3,3.1
2021,4,4,3.84
2021,4,5,2.08
2021,4,6,3.62
2021,4,7,2.8
2021,4,8,4.0
2021,4,9,1.92
2021,4,10,2.75
2021,4,11,4.91
2021,4,12,3.07
2021,4,13,2.82
2021,4,14,4.88
2021,4,15,5.66
2021,4,16,5.35
2021,4,17,5.6
2021,4,18,5.56
2021,4,19,5.74
2021,4,20,5.31
2021,4,21,4.85
2021,4,22,4.19
2021,4,23,2.55
2021,4,24,2.56
2021,4,25,2.98
2021,4,26,1.63
2021,4,27,2.4
2021,4,28,4.33
2021,4,29,5.43
2021,4,30,5.45
2021,5,1,4.69
2021,5,2,5.79
2021,5,3,4.35
2021,5,4,5.14
2021,5,5,3.1
2021,5,6,2.87
2021,5,7,3.0
2021,5,8,4.39
2021,5,9,5.05
2021,5,10,1.97
2021,5,11,6.44
2021,5,12,7.06
2021,5,13,5.93
2021,5,14,5.26
2021,5,15,4.36
2021,5,16,6.77
2021,5,17,4.45
2021,5,18,3.58
2021,5,19,3.28
2021,5,20,3.29
2021,5,21,2.72
2021,5,22,5.68
2021,5,23,4.63
2021,5,24,7.33
2021,5,25,5.89
2021,5,26,1.81
2021,5,27,3.66
2021,5,28,4.64
2021,5,29,7.95
2021,5,30,8.17
2021,5,31,4.63
2021,6,1,6.78
2021,6,2,6.52
2021,6,3,6.88
2021,6,4,6.42
2021,6,5,6.3
2021,6,6,5.84
2021,6,7,6.44
2021,6,8,6.42
2021,6,9,6.79
2021,6,10,7.02
2021,6,11,6.9
2021,6,12,4.55
2021,6,13,4.85
2021,6,14,6.8
2021,6,15,6.42
2021,6,16,6.75
2021,6,17,7.68
2021,6,18,7.93
2021,6,19,7.72
2021,6,20,7.13
2021,6,21,6.77
2021,6,22,6.82
2021,6,23,4.95
2021,6,24,3.99
2021,6,25,5.08
2021,6,26,4.96
2021,6,27,5.58
2021,6,28,7.07
2021,6,29,7.95
2021,6,30,6.63
2021,7,1,6.3
2021,7,2,6.45
2021,7,3,7.87
2021,7,4,7.89
2021,7,5,6.78
2021,7,6,5.37
2021,7,7,5.63
2021,7,8,3.6
2021,7,9,4.68
2021,7,10,6.06
2021,7,11,6.03
2021,7,12,6.96
2021,7,13,6.25
2021,7,14,6.71
2021,7,15,5.65
2021,7,16,6.87
2021,7,17,7.48
2021,7,18,5.99
2021,7,19,5.47
2021,7,20,3.88
2021,7,21,5.4
2021,7,22,5.2
2021,7,23,4.44
2021,7,24,5.7
2021,7,25,6.37
2021,7,26,6.43
2021,7,27,5.95
2021,7,28,2.14
2021,7,29,5.3
2021,7,30,3.84
2021,7,31,5.18
2021,8,1,4.29
2021,8,2,3.91
2021,8,3,3.34
2021,8,4,4.94
2021,8,5,5.16
2021,8,6,5.94
2021,8,7,1.6
2021,8,8,3.65
2021,8,9,3.19
2021,8,10,5.31
2021,8,11,4.41
2021,8,12,3.63
2021,8,13,5.13
2021,8,14,4.19
2021,8,15,3.45
2021,8,16,2.88
2021,8,17,2.46
2021,8,18,2.3
2021,8,19,3.4
2021,8,20,3.94
2021,8,21,3.68
2021,8,22,2.73
2021,8,23,2.83
2021,8,24,3.48
2021,8,25,1.33
2021,8,26,1.82
2021,8,27,1.27
2021,8,28,2.75
2021,8,29,3.45
2021,8,30,4.58
2021,8,31,4.68
2021,9,1,3.84
2021,9,2,3.53
2021,9,3,3.77
2021,9,4,4.03
2021,9,5,3.29
2021,9,6,3.05
2021,9,7,2.31
2021,9,8,2.19
2021,9,9,2.27
2021,9,10,3.76
2021,9,11,1.52
2021,9,12,0.98
2021,9,13,3.56
2021,9,14,3.31
2021,9,15,2.55
2021,9,16,1.88
2021,9,17,2.28
2021,9,18,2.09
2021,9,19,1.63
2021,9,20,2.85
2021,9,21,1.66
2021,9,22,3.09
2021,9,23,1.39
2021,9,24,0.94
2021,9,25,1.65
2021,9,26,3.14
2021,9,27,3.03
2021,9,28,1.54
2021,9,29,0.95
2021,9,30,1.25
2021,10,1,0.78
2021,10,2,1.53
2021,10,3,2.38
2021,10,4,1.82
2021,10,5,0.47
2021,10,6,1.63
2021,10,7,0.87
2021,10,8,0.89
2021,10,9,0.74
2021,10,10,0.76
2021,10,11,0.97
2021,10,12,1.01
2021,10,13,1.13
2021,10,14,1.67
2021,10,15,0.46
2021,10,16,1.61
2021,10,17,1.79
2021,10,18,1.1
2021,10,19,1.91
2021,10,20,0.28
2021,10,21,1.1
2021,10,22,0.51
2021,10,23,0.85
2021,10,24,1.05
2021,10,25,0.62
2021,10,26,0.48
2021,10,27,0.48
2021,10,28,0.59
2021,10,29,0.76
2021,10,30,0.44
2021,10,31,0.48
2021,11,1,0.67
2021,11,2,0.91
2021,11,3,0.25
2021,11,4,0.39
2021,11,5,0.13
2021,11,6,0.62
2021,11,7,0.36
2021,11,8,0.7
2021,11,9,0.46
2021,11,10,0.32
2021,11,11,0.62
2021,11,12,0.41
2021,11,13,0.46
2021,11,14,0.54
2021,11,15,0.42
2021,11,16,0.23
2021,11,17,0.14
2021,11,18,0.22
2021,11,19,0.24
2021,11,20,0.36
2021,11,21,0.34
2021,11,22,0.54
2021,11,23,0.24
2021,11,24,0.32
2021,11,25,0.23
2021,11,26,0.3
2021,11,27,0.34
2021,11,28,0.18
2021,11,29,0.18
2021,11,30,0.24
2021,12,1,0.23
2021,12,2,0.21
2021,12,3,0.17
2021,12,4,0.24
2021,12,5,0.35
2021,12,6,0.27
2021,12,7,0.32
2021,12,8,0.22
2021,12,9,0.13
2021,12,10,0.16
2021,12,11,0.08
2021,12,12,0.12
2021,12,13,0.12
2021,12,14,0.08
2021,12,15,0.12
2021,12,16,0.16
2021,12,17,0.29
2021,12,18,0.16
2021,12,19,0.16
2021,12,20,0.25
2021,12,21,0.27
2021,12,22,0.19
2021,12,23,0.11
2021,12,24,0.25
2021,12,25,0.16
2021,12,26,0.28
2021,12,27,0.24
2021,12,28,0.15
2021,12,29,0.13
2021,12,30,0.11
2021,12,31,0.13
2022,1,1,0.31
2022,1,2,0.16
2022,1,3,0.17
2022,1,4,0.14
2022,1,5,0.18
2022,1,6,0.26
2022,1,7,0.32
2022,1,8,0.19
2022,1,9,0.17
2022,1,10,0.42
2022,1,11,0.2
2022,1,12,0.17
2022,1,13,0.36
2022,1,14,0.29
2022,1,15,0.44
2022,1,16,0.2
2022,1,17,0.44
2022,1,18,0.34
2022,1,19,0.16
2022,1,20,0.17
2022,1,21,0.24
2022,1,22,0.41
2022,1,23,0.2
2022,1,24,0.25
2022,1,25,0.64
2022,1,26,0.23
2022,1,27,0.3
2022,1,28,0.37
2022,1,29,0.23
2022,1,30,0.24
2022,1,31,0.31
2022,2,1,0.57
2022,2,2,0.58
2022,2,3,0.63
2022,2,4,0.43
2022,2,5,0.3
2022,2,6,0.31
2022,2,7,0.48
2022,2,8,0.48
2022,2,9,0.88
2022,2,10,0.91
2022,2,11,1.24
2022,2,12,0.92
2022,2,13,0.41
2022,2,14,0.4
2022,2,15,0.42
2022,2,16,0.51
2022,2,17,0.41
2022,2,18,0.88
2022,2,19,0.61
2022,2,20,1.03
2022,2,21,0.76
2022,2,22,0.83
2022,2,23,1.41
2022,2,24,0.7
2022,2,25,0.41
2022,2,26,2.19
2022,2,27,1.73
2022,2,28,2.13
2022,3,1,2.36
2022,3,2,1.44
2022,3,3,2.46
2022,3,4,2.56
2022,3,5,2.49
2022,3,6,2.63
2022,3,7,1.53
2022,3,8,1.31
2022,3,9,1.47
2022,3,10,1.91
2022,3,11,1.78
2022,3,12,2.93
2022,3,13,2.7
2022,3,14,3.23
2022,3,15,3.02
2022,3,16,3.27
2022,3,17,3.22
2022,3,18,2.48
2022,3,19,3.4
2022,3,20,3.74
2022,3,21,3.66
